Timestamp,Packets [total],Losses [Total],Losses [Difference]
0.875151,100001,0,0
1.952968,200001,0,0
3.240713,300001,0,0
4.553911,400001,0,0
5.842026,500001,0,0
7.140011,600001,0,0
8.442763,700001,0,0
9.763821,800001,0,0
11.057586,900001,0,0
12.344114,1000001,0,0
13.639618,1100001,0,0
14.925848,1200001,0,0
16.215642,1300001,0,0
17.509861,1400001,0,0
18.816736,1500001,0,0
20.123297,1600001,0,0
21.42642,1700001,0,0
22.716077,1800001,0,0
24.018314,1900001,0,0
25.309734,2000001,0,0
26.599708,2100001,0,0
27.879631,2200001,0,0
29.160312,2300001,0,0
30.448396,2400001,0,0
31.734145,2500001,0,0
33.031043,2600001,0,0
34.313039,2700001,0,0
35.599963,2800001,0,0
36.88651,2900001,0,0
38.177278,3000001,0,0
39.45231,3100001,0,0
40.73429,3200001,0,0
42.018599,3300001,0,0
43.295675,3400001,0,0
44.576386,3500001,0,0
45.855543,3600001,0,0
47.117506,3700001,0,0
48.391727,3800001,0,0
49.658382,3900001,0,0
50.933524,4000001,0,0
52.215711,4100001,0,0
53.499631,4200001,0,0
54.771462,4300001,0,0
56.057133,4400001,0,0
57.34705,4500001,0,0
58.616438,4600001,0,0
59.887711,4700001,0,0
61.154678,4800001,0,0
62.437903,4900001,0,0
63.729821,5000001,0,0
65.024824,5100001,0,0
66.331948,5200001,0,0
67.631006,5300001,0,0
68.912014,5400001,0,0
70.200462,5500001,0,0
71.48529,5600001,0,0
72.773551,5700001,0,0
74.092764,5800001,0,0
75.407161,5900001,0,0
76.706385,6000001,0,0
77.99504,6100001,0,0
79.298528,6200001,0,0
80.600588,6300001,0,0
81.883585,6400001,0,0
83.170361,6500001,0,0
84.445709,6600001,0,0
85.725969,6700001,0,0
87.010098,6800001,0,0
88.306788,6900001,0,0
89.612392,7000001,0,0
90.932956,7100001,0,0
92.244257,7200001,0,0
93.533534,7300001,0,0
94.825893,7400001,0,0
96.110532,7500001,0,0
97.401313,7600001,0,0
98.695959,7700001,0,0
99.977713,7800001,0,0
101.276845,7900001,0,0
102.566624,8000001,0,0
103.855825,8100001,0,0
105.159266,8200001,0,0
106.483771,8300001,0,0
107.799391,8400001,0,0
109.07957,8500001,0,0
110.368485,8600001,0,0
111.662086,8700001,0,0
112.95694,8800001,0,0
114.251579,8900001,0,0
115.548226,9000001,0,0
116.850452,9100001,0,0
118.134826,9200001,0,0
119.423488,9300001,0,0
119.567732,9311166,0,0
