Duration (s),Method,Test-ID,Client,Server,Port,Cycle Time (ns),Datagram Size (B),QoS,Stress,Intensity,Location,Status,Losses [total],Losses [ratio](%),Losses [location],Pakets [total],PPS [udp],PPS [ip],Bandwidth [net](Mbps),Bandwidth [gross](Mbps),Timer Misses,Remarks
100,CUSTOM,422316_082823_041023,10.0.0.1,10.0.0.2,8100,2500,65000,False,NETWORK,10.0,CLIENT,SUCCESS,0,0.0,,1580199,15801,126408,8216.52,8251.91424,38415919,Server data missing.
100,CUSTOM,444209_075751_280923,10.0.0.1,10.0.0.2,8100,2500,65000,False,NETWORK_DIRECT,2.5,CLIENT,SUCCESS,0,0.0,,1738447,17384,139072,9039.68,9078.62016,37924191,Server data missing.
100,CUSTOM,462429_073903_270923,10.0.0.1,10.0.0.2,8100,2500,65000,False,IO,16.0,CLIENT,SUCCESS,0,0.0,,1732288,17322,138576,9007.44,9046.24128,37907852,Server data missing.
100,CUSTOM,464174_063922_041023,10.0.0.1,10.0.0.2,8100,2500,65000,False,NONE,0.0,BOTH,SUCCESS,0,0.0,,1578117,15781,126248,8206.12,8241.46944,38418031,Server data missing.
100,CUSTOM,646708_091011_280923,10.0.0.1,10.0.0.2,8100,2500,65000,False,NETWORK_DIRECT,2.5,SERVER,SUCCESS,0,0.0,,1741170,17411,139288,9053.72,9092.72064,37905735,Server data missing.
100,CUSTOM,646976_105137_270923,10.0.0.1,10.0.0.2,8100,2500,65000,False,CPU_REALTIME,15.0,CLIENT,SUCCESS,0,0.0,,1751385,17513,140104,9106.76,9145.98912,37909709,Server data missing.
100,CUSTOM,791845_050801_280923,10.0.0.1,10.0.0.2,8100,2500,65000,False,MEMORY,16.0,SERVER,SUCCESS,266078,0.15289123942931973,Server [NO DATA]  Route (Switch),1740309,17403,139224,9049.56,9088.54272,37927499,Server data missing.
100,CUSTOM,825499_121436_270923,10.0.0.1,10.0.0.2,8100,2500,65000,False,CPU_USR,16.0,SERVER,SUCCESS,0,0.0,,1741975,17419,139352,9057.88,9096.89856,37905828,Server data missing.
100,CUSTOM,879229_035625_280923,10.0.0.1,10.0.0.2,8100,2500,65000,False,IO,16.0,SERVER,SUCCESS,0,0.0,,1739937,17399,139192,9047.48,9086.45376,37907613,Server data missing.
100,CUSTOM,929620_083533_270923,10.0.0.1,10.0.0.2,8100,2500,65000,False,CPU_USR,16.0,CLIENT,SUCCESS,0,0.0,,1741959,17419,139352,9057.88,9096.89856,37897106,Server data missing.
100,CUSTOM,949966_090348_270923,10.0.0.1,10.0.0.2,8100,2500,65000,False,CPU_KERNEL,16.0,CLIENT,SUCCESS,0,0.0,,1741660,17416,139328,9056.32,9095.33184,37897257,Server data missing.
100,CUSTOM,985714_113917_280923,10.0.0.1,10.0.0.2,8100,2500,65000,False,NETWORK_TRAFFIC,10.0,BOTH,SUCCESS,0,0.0,,1575194,15751,126008,8190.52,8225.80224,38369278,Server data missing.
100,CUSTOM,115616_085215_041023,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK,10.0,SERVER,SUCCESS,1585411,0.9999943232708052,Server [NO DATA]  Route (Switch),1585420,15854,126832,8244.08,8279.59296,18412657,Server data missing.
100,CUSTOM,136983_104944_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_REALTIME,15.0,CLIENT,SUCCESS,0,0.0,,1749509,17495,139960,9097.4,9136.5888,18070880,Server data missing.
100,CUSTOM,138255_080525_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,TIMER,16.0,CLIENT,SUCCESS,0,0.0,,1741505,17415,139320,9055.8,9094.8096,18078399,Server data missing.
100,CUSTOM,240175_113722_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK_TRAFFIC,10.0,BOTH,SUCCESS,0,0.0,,1579585,15795,126360,8213.4,8248.7808,18392691,Server data missing.
100,CUSTOM,253873_035432_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,IO,16.0,SERVER,SUCCESS,0,0.0,,1742429,17424,139392,9060.48,9099.50976,18091333,Server data missing.
100,CUSTOM,396749_124058_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_KERNEL,16.0,SERVER,SUCCESS,0,0.0,,1743805,17438,139504,9067.76,9106.82112,18089036,Server data missing.
100,CUSTOM,489541_042247_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,TIMER,16.0,SERVER,SUCCESS,0,0.0,,1744128,17441,139528,9069.32,9108.38784,18090479,Server data missing.
100,CUSTOM,556969_063838_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK_DIRECT,10.0,CLIENT,SUCCESS,0,0.0,,1049184,10491,83928,5455.32,5478.81984,18782148,Server data missing.
100,CUSTOM,693706_073710_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,IO,16.0,CLIENT,SUCCESS,0,0.0,,1732452,17324,138592,9008.48,9047.28576,18087657,Server data missing.
100,CUSTOM,702357_083140_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK_DIRECT,10.0,SERVER,SUCCESS,0,0.0,,1742414,17424,139392,9060.48,9099.50976,18088564,Server data missing.
100,CUSTOM,727670_090817_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK_DIRECT,2.5,SERVER,SUCCESS,0,0.0,,1739633,17396,139168,9045.92,9084.88704,18091269,Server data missing.
100,CUSTOM,732292_090155_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_KERNEL,16.0,CLIENT,SUCCESS,0,0.0,,1742529,17425,139400,9061.0,9100.032,18087026,Server data missing.
100,CUSTOM,886743_070855_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,MEMORY,16.0,CLIENT,SUCCESS,0,0.0,,1632377,16323,130584,8487.96,8524.52352,18185082,Server data missing.
100,CUSTOM,898995_121243_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_USR,16.0,SERVER,SUCCESS,0,0.0,,1743482,17434,139472,9065.68,9104.73216,18089963,Server data missing.
100,CUSTOM,936563_031010_290923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_REALTIME,15.0,SERVER,SUCCESS,0,0.0,,1580418,15804,126432,8218.08,8253.48096,18395491,Server data missing.
100,CUSTOM,942846_083340_270923,10.0.0.1,10.0.0.2,8100,5000,65000,False,CPU_USR,16.0,CLIENT,SUCCESS,0,0.0,,1741814,17418,139344,9057.36,9096.37632,18077809,Server data missing.
100,CUSTOM,951777_050608_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,MEMORY,16.0,SERVER,SUCCESS,5610,0.003223967468386729,Server [NO DATA]  Route (Switch),1740092,17400,139200,9048.0,9086.976,18084199,Server data missing.
100,CUSTOM,972337_063727_041023,10.0.0.1,10.0.0.2,8100,5000,65000,False,NONE,0.0,BOTH,SUCCESS,0,0.0,,1581686,15816,126528,8224.32,8259.74784,18416417,Server data missing.
100,CUSTOM,987761_075557_280923,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK_DIRECT,2.5,CLIENT,SUCCESS,0,0.0,,1738792,17387,139096,9041.24,9080.18688,18081767,Server data missing.
100,CUSTOM,989313_082628_041023,10.0.0.1,10.0.0.2,8100,5000,65000,False,NETWORK,10.0,CLIENT,SUCCESS,0,0.0,,1581774,15817,126536,8224.84,8260.27008,18416273,Server data missing.
100,CUSTOM,198143_104751_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_REALTIME,15.0,CLIENT,SUCCESS,0,0.0,,1756542,17565,140520,9133.8,9173.1456,11461973,Server data missing.
100,CUSTOM,310107_123905_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_KERNEL,16.0,SERVER,SUCCESS,0,0.0,,1743973,17439,139512,9068.28,9107.34336,11479052,Server data missing.
100,CUSTOM,315009_063532_041023,10.0.0.1,10.0.0.2,8100,7500,65000,False,NONE,0.0,BOTH,SUCCESS,0,0.0,,1582225,15822,126576,8227.44,8262.88128,11749841,Server data missing.
100,CUSTOM,319205_080332_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,TIMER,16.0,CLIENT,SUCCESS,0,0.0,,1741416,17414,139312,9055.28,9094.28736,11471856,Server data missing.
100,CUSTOM,367666_085020_041023,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK,10.0,SERVER,SUCCESS,1581517,0.9999943092936822,Server [NO DATA]  Route (Switch),1581526,15815,126520,8223.8,8259.2256,11750552,Server data missing.
100,CUSTOM,429049_042054_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,TIMER,16.0,SERVER,SUCCESS,0,0.0,,1743632,17436,139488,9066.72,9105.77664,11476492,Server data missing.
100,CUSTOM,502953_070702_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,MEMORY,16.0,CLIENT,SUCCESS,0,0.0,,1612955,16129,129032,8387.08,8423.20896,11605929,Server data missing.
100,CUSTOM,547941_030815_290923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_REALTIME,15.0,SERVER,SUCCESS,0,0.0,,1580515,15805,126440,8218.6,8254.0032,11736753,Server data missing.
100,CUSTOM,559057_090002_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_KERNEL,16.0,CLIENT,SUCCESS,0,0.0,,1741806,17418,139344,9057.36,9096.37632,11471133,Server data missing.
100,CUSTOM,566713_082946_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK_DIRECT,10.0,SERVER,SUCCESS,0,0.0,,1742946,17429,139432,9063.08,9102.12096,11477317,Server data missing.
100,CUSTOM,603368_082433_041023,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK,10.0,CLIENT,SUCCESS,0,0.0,,1582464,15824,126592,8228.48,8263.92576,11749577,Server data missing.
100,CUSTOM,650688_063644_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK_DIRECT,10.0,CLIENT,SUCCESS,0,0.0,,1046585,10465,83720,5441.8,5465.2416,12167100,Server data missing.
100,CUSTOM,710186_113527_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK_TRAFFIC,10.0,BOTH,SUCCESS,0,0.0,,1578756,15787,126296,8209.24,8244.60288,11736089,Server data missing.
100,CUSTOM,739643_035239_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,IO,16.0,SERVER,SUCCESS,0,0.0,,1743426,17434,139472,9065.68,9104.73216,11479670,Server data missing.
100,CUSTOM,740524_090623_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK_DIRECT,2.5,SERVER,SUCCESS,0,0.0,,1741718,17417,139336,9056.84,9095.85408,11479061,Server data missing.
100,CUSTOM,847540_075403_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,NETWORK_DIRECT,2.5,CLIENT,SUCCESS,0,0.0,,1742348,17423,139384,9059.96,9098.98752,11478547,Server data missing.
100,CUSTOM,919255_121050_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_USR,16.0,SERVER,SUCCESS,0,0.0,,1743011,17430,139440,9063.6,9102.6432,11472919,Server data missing.
100,CUSTOM,919770_050415_280923,10.0.0.1,10.0.0.2,8100,7500,65000,False,MEMORY,16.0,SERVER,SUCCESS,1034,0.0005936281992914353,Server [NO DATA]  Route (Switch),1741831,17418,139344,9057.36,9096.37632,11480349,Server data missing.
100,CUSTOM,920820_073517_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,IO,16.0,CLIENT,SUCCESS,0,0.0,,1733698,17336,138688,9014.72,9053.55264,11479706,Server data missing.
100,CUSTOM,965505_083147_270923,10.0.0.1,10.0.0.2,8100,7500,65000,False,CPU_USR,16.0,CLIENT,SUCCESS,0,0.0,,1741451,17414,139312,9055.28,9094.28736,11471642,Server data missing.
100,CUSTOM,106780_120857_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_USR,16.0,SERVER,SUCCESS,0,0.0,,1744076,17440,139520,9068.8,9107.8656,8173103,Server data missing.
100,CUSTOM,112889_123712_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_KERNEL,16.0,SERVER,SUCCESS,0,0.0,,1743273,17432,139456,9064.64,9103.68768,8171649,Server data missing.
100,CUSTOM,174569_063337_041023,10.0.0.1,10.0.0.2,8100,10000,65000,False,NONE,0.0,BOTH,SUCCESS,0,0.0,,1581878,15818,126544,8225.36,8260.79232,8417177,Server data missing.
100,CUSTOM,224881_070509_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,MEMORY,16.0,CLIENT,SUCCESS,0,0.0,,1633902,16339,130712,8496.28,8532.87936,8274956,Server data missing.
100,CUSTOM,245396_080139_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,TIMER,16.0,CLIENT,SUCCESS,0,0.0,,1741696,17416,139328,9056.32,9095.33184,8170684,Server data missing.
100,CUSTOM,268643_091629_041023,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK,10.0,SERVER,SUCCESS,1575967,0.9999923856853422,Server [NO DATA]  Route (Switch),1575979,15759,126072,8194.68,8229.98016,8422997,Server data missing.
100,CUSTOM,276977_041901_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,TIMER,16.0,SERVER,SUCCESS,0,0.0,,1742849,17428,139424,9062.56,9101.59872,8171571,Server data missing.
100,CUSTOM,280315_082238_041023,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK,10.0,CLIENT,SUCCESS,0,0.0,,1582227,15822,126576,8227.44,8262.88128,8416796,Server data missing.
100,CUSTOM,440745_113332_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK_TRAFFIC,10.0,BOTH,SUCCESS,0,0.0,,1576534,15765,126120,8197.8,8233.1136,8409612,Server data missing.
100,CUSTOM,456587_050222_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,MEMORY,16.0,SERVER,SUCCESS,162,9.301316136233277e-05,Server [NO DATA]  Route (Switch),1741689,17416,139328,9056.32,9095.33184,8175258,Server data missing.
100,CUSTOM,539359_075209_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK_DIRECT,2.5,CLIENT,SUCCESS,0,0.0,,1743175,17431,139448,9064.12,9103.16544,8172305,Server data missing.
100,CUSTOM,690737_073324_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,IO,16.0,CLIENT,SUCCESS,0,0.0,,1734638,17346,138768,9019.92,9058.77504,8175421,Server data missing.
100,CUSTOM,717209_090429_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK_DIRECT,2.5,SERVER,SUCCESS,0,0.0,,1740581,17405,139240,9050.6,9089.5872,8174173,Server data missing.
100,CUSTOM,721128_085809_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_KERNEL,16.0,CLIENT,SUCCESS,0,0.0,,1741673,17416,139328,9056.32,9095.33184,8168065,Server data missing.
100,CUSTOM,721255_104558_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_REALTIME,15.0,CLIENT,SUCCESS,0,0.0,,1754701,17547,140376,9124.44,9163.74528,8155443,Server data missing.
100,CUSTOM,728771_082954_270923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_USR,16.0,CLIENT,SUCCESS,0,0.0,,1742188,17421,139368,9058.92,9097.94304,8169889,Server data missing.
100,CUSTOM,825214_063450_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK_DIRECT,10.0,CLIENT,SUCCESS,0,0.0,,1059602,10596,84768,5509.92,5533.65504,8855975,Server data missing.
100,CUSTOM,854479_035046_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,IO,16.0,SERVER,SUCCESS,0,0.0,,1743716,17437,139496,9067.24,9106.29888,8172034,Server data missing.
100,CUSTOM,952929_082752_280923,10.0.0.1,10.0.0.2,8100,10000,65000,False,NETWORK_DIRECT,10.0,SERVER,SUCCESS,0,0.0,,1741133,17411,139288,9053.72,9092.72064,8174475,Server data missing.
100,CUSTOM,970778_030620_290923,10.0.0.1,10.0.0.2,8100,10000,65000,False,CPU_REALTIME,15.0,SERVER,SUCCESS,0,0.0,,1578548,15785,126280,8208.2,8243.5584,8409401,Server data missing.
